"title","type","genres","releaseYear","imdbId","imdbAverageRating","imdbNumVotes","availableCountries","service"
"Young Sheldon","tv","Comedy",2017,"tt6226232",7.7,122018,"BA, BE, BG, BR, CZ, DK, FI, FR, HR, HU, MC, MD, ME, MK, NL, NO, PL, PT, RO, RS, SE, SI, SK, US","HBO Max"
"Margarita","tv","Drama",2024,"tt33145195",6.8,117,"AG, AR, BB, BO, BS, BZ, CL, CO, CR, DO, EC, GT, GY, HN, JM, LC, MX, NI, PA, PE, PY, SV, TC, TT, US, UY, VE","HBO Max"
"Destination Fear","tv","Adventure, History, Horror",2019,"tt11012086",7.1,1913,"AD, AG, AR, BA, BB, BE, BG, BO, BR, BS, BZ, CL, CO, CR, CZ, DK, DO, EC, ES, FI, FR, GT, GY, HN, HR, HU, JM, LC, MC, MD, ME, MK, MX, NI, NL, NO, PA, PE, PL, PY, RO, RS, SE, SI, SK, SV, TC, TT, US, UY, VE","HBO Max"
"The Ministry of Time","tv","Adventure, Comedy, Fantasy",2015,"tt4136774",8.2,5708,"AD, ES, PT","HBO Max"
"The Confidante","tv","Thriller",2024,"tt32021861",6.5,259,"AD, AG, AR, BA, BB, BE, BG, BO, BR, BS, BZ, CL, CO, CR, CZ, DK, DO, EC, ES, FI, FR, GT, GY, HN, HR, HU, JM, LC, MC, MD, ME, MK, MX, NI, NL, NO, PA, PE, PL, PT, PY, RO, RS, SE, SI, SK, SV, TC, TT, US, UY, VE","HBO Max"
"Family Secrets","tv","Action, Crime, Drama",2021,"tt12979628",8.2,6194,"AR, BO, BR, CL, CO, CR, DO, EC, GT, HN, MX, NI, PA, PE, PY, SV, UY, VE","HBO Max"
"Airport 24/7: Miami","tv","Reality-TV",2012,"tt2129470",5.9,116,"AG, AR, BB, BO, BR, BS, BZ, CL, CO, CR, DO, EC, GT, GY, HN, JM, LC, MX, NI, PA, PE, PY, SV, TC, TT, UY, VE","HBO Max"
"Chimp Crazy","tv","Crime, Documentary",2024,"tt32937646",7.3,2247,"AD, AG, AR, BA, BB, BE, BG, BO, BR, BS, BZ, CL, CO, CR, CZ, DK, DO, EC, ES, FI, FR, GT, GY, HN, HR, HU, JM, LC, MC, MD, ME, MK, MX, NI, NL, NO, PA, PE, PL, PT, PY, RO, RS, SE, SI, SK, SV, TC, TT, US, UY, VE","HBO Max"
"","tv","Kids, Animation",2021,"",NA,NA,"AD, AG, AR, BA, BB, BE, BG, BO, BR, BS, BZ, CL, CO, CR, CZ, DK, DO, EC, ES, FI, FR, GT, GY, HN, HR, HU, JM, LC, MC, MD, ME, MK, MX, NI, NL, NO, PA, PE, PL, PT, PY, RO, RS, SE, SI, SK, SV, TC, TT, US, UY, VE","HBO Max"
"Euphoria","tv","Drama",2019,"tt8772296",8.3,258597,"AD, AG, AR, BA, BB, BE, BG, BO, BR, BS, BZ, CL, CO, CR, CZ, DK, DO, EC, ES, FI, FR, GT, GY, HN, HR, HU, JM, LC, MC, MD, ME, MK, MX, NI, NL, NO, PA, PE, PL, PT, PY, RO, RS, SE, SI, SK, SV, TC, TT, US, UY, VE","HBO Max"
"90 Day Fiancé: The Other Way","tv","Documentary, Reality-TV",2019,"tt9170070",6.7,1112,"AD, AG, AR, BA, BB, BE, BG, BO, BR, BS, BZ, CL, CO, CR, CZ, DK, DO, EC, ES, FI, FR, GT, GY, HN, HR, HU, JM, LC, MC, MD, ME, MK, MX, NI, NL, NO, PA, PE, PL, PT, PY, RO, RS, SE, SI, SK, SV, TC, TT, US, UY, VE","HBO Max"
"90 Day Fiancé: Before the 90 Days","tv","Documentary, Reality-TV",2017,"tt7252812",6.8,1493,"AD, AG, AR, BA, BB, BE, BG, BO, BR, BS, BZ, CL, CO, CR, CZ, DK, DO, EC, ES, FI, FR, GT, GY, HN, HR, HU, JM, LC, MC, MD, ME, MK, MX, NI, NL, NO, PA, PE, PL, PT, PY, RO, RS, SE, SI, SK, SV, TC, TT, US, UY, VE","HBO Max"
"90 Day Fiancé: Pillow Talk","tv","Reality-TV",2019,"tt10955614",6.1,424,"AG, AR, BA, BB, BG, BO, BR, BS, BZ, CL, CO, CR, CZ, DK, DO, EC, FI, GT, GY, HN, HR, HU, JM, LC, MD, ME, MK, MX, NI, NL, NO, PA, PE, PT, PY, RO, RS, SE, SI, SK, SV, TC, TT, US, UY, VE","HBO Max"
"His Dark Materials","tv","Adventure, Drama, Fantasy",2019,"tt5607976",7.8,87938,"AD, AG, AR, BA, BB, BE, BG, BO, BR, BS, BZ, CL, CO, CR, CZ, DK, DO, EC, ES, FI, FR, GT, GY, HN, HR, HU, JM, LC, MC, MD, ME, MK, MX, NI, NL, NO, PA, PE, PL, PT, PY, RO, RS, SE, SI, SK, SV, TC, TT, US, UY, VE","HBO Max"
"Jorel's Brother","tv","Animation, Comedy, Family",2014,"tt6574360",9,1446,"AR, BO, BR, CL, CO, CR, DO, EC, GT, HN, MX, NI, PA, PE, PY, SV, UY, VE","HBO Max"
"My Adventures with Superman","tv","Action, Adventure, Animation",2023,"tt14681924",7.7,7525,"AD, AG, AR, BA, BB, BE, BG, BO, BR, BS, BZ, CL, CO, CR, CZ, DK, DO, EC, ES, FI, FR, GT, GY, HN, HR, HU, JM, LC, MC, MD, ME, MK, MX, NI, NL, NO, PA, PE, PL, PT, PY, RO, RS, SE, SI, SK, SV, TC, TT, US, UY, VE","HBO Max"
"Fargo","tv","Crime, Drama, Thriller",2014,"tt2802850",8.9,433499,"AD, ES","HBO Max"
"Yukon Men","tv","Adventure, Reality-TV",2012,"tt2378020",7.2,919,"AD, AG, AR, BA, BB, BE, BG, BO, BR, BS, BZ, CL, CO, CR, CZ, DK, DO, EC, ES, FI, FR, GT, GY, HN, HR, HU, JM, LC, MC, MD, ME, MK, MX, NI, NO, PA, PE, PL, PT, PY, RO, RS, SE, SI, SK, SV, TC, TT, UY, VE","HBO Max"
"Burning Bush","tv","Biography, Drama, History",2013,"tt2280344",7.8,1778,"AD, BA, BG, CZ, DK, ES, FI, HR, HU, MD, ME, MK, NL, NO, PL, PT, RO, RS, SE, SI, SK","HBO Max"
"Watchmen","tv","Crime, Drama, Mystery",2019,"tt7049682",8.2,137990,"AD, AG, AR, BA, BB, BE, BG, BO, BR, BS, BZ, CL, CO, CR, CZ, DK, DO, EC, ES, FI, FR, GT, GY, HN, HR, HU, JM, LC, MC, MD, ME, MK, MX, NI, NL, NO, PA, PE, PL, PT, PY, RO, RS, SE, SI, SK, SV, TC, TT, US, UY, VE","HBO Max"
"Impractical Jokers","tv","Comedy, Reality-TV",2011,"tt2100976",8.6,47337,"AG, AR, BB, BO, BR, BS, BZ, CL, CO, CR, DO, EC, GT, GY, HN, JM, LC, MX, NI, PA, PE, PY, SV, TC, TT, US, UY, VE","HBO Max"
"Who the (Bleep)...?","tv","Biography, Documentary",2013,"tt2693892",7.1,75,"AG, AR, BB, BG, BO, BR, BS, BZ, CL, CO, CR, DO, EC, GT, GY, HN, JM, LC, MX, NI, PA, PE, PT, PY, SV, TC, TT, UY, VE","HBO Max"
"Extreme Cheapskates","tv","Reality-TV",2011,"tt2152721",5.7,788,"AD, AG, AR, BA, BB, BE, BG, BO, BR, BS, BZ, CL, CO, CR, CZ, DK, DO, EC, ES, FI, FR, GT, GY, HN, HR, HU, JM, LC, MC, MD, ME, MK, MX, NI, NL, NO, PA, PE, PT, PY, RO, RS, SE, SI, SK, SV, TC, TT, UY, VE","HBO Max"
"Dragon Ball Z Kai","tv","Action, Adventure, Animation",2009,"tt1409055",8.3,25538,"AG, AR, BB, BO, BR, BS, BZ, CL, CO, CR, DO, EC, GT, GY, HN, JM, LC, MX, NI, PA, PE, PY, SV, TC, TT, UY, VE","HBO Max"
"Starstruck","tv","Comedy, Romance",2021,"tt10801368",7.5,8877,"AD, AG, AR, BA, BB, BG, BO, BR, BS, BZ, CL, CO, CR, CZ, DK, DO, EC, ES, FI, GT, GY, HN, HR, HU, JM, LC, MD, ME, MK, MX, NI, NL, NO, PA, PE, PL, PT, PY, RO, RS, SE, SI, SK, SV, TC, TT, US, UY, VE","HBO Max"
"The Men Who Sold the World Cup","tv","Documentary",2021,"tt15657276",7.1,259,"AD, AG, AR, BA, BB, BG, BO, BR, BS, BZ, CL, CO, CR, CZ, DK, DO, EC, ES, FI, FR, GT, GY, HN, HR, HU, JM, LC, MC, MD, ME, MK, MX, NI, NL, NO, PA, PE, PL, PT, PY, RO, RS, SE, SI, SK, SV, TC, TT, US, UY, VE","HBO Max"
"Roller Jam","tv","Game-Show, Reality-TV, Sport",2024,"tt29958471",7.9,75,"AG, AR, BB, BO, BR, BS, BZ, CL, CO, CR, DO, EC, GT, GY, HN, JM, LC, MX, NI, PA, PE, PY, SV, TC, TT, US, UY, VE","HBO Max"
"Coming from America","tv","Reality-TV",2024,"tt33296313",7,93,"AD, AG, AR, BA, BB, BE, BG, BO, BR, BS, BZ, CL, CO, CR, CZ, DK, DO, EC, ES, FI, FR, GT, GY, HN, HR, HU, JM, LC, MC, MD, ME, MK, MX, NI, NL, NO, PA, PE, PL, PT, PY, RO, RS, SE, SI, SK, SV, TC, TT, US, UY, VE","HBO Max"
"We Bare Bears","tv","Adventure, Animation, Comedy",2014,"tt4839610",7.9,19924,"AD, AG, AR, BA, BB, BE, BG, BO, BR, BS, BZ, CL, CO, CR, CZ, DK, DO, EC, ES, FI, FR, GT, GY, HN, HR, HU, JM, LC, MC, MD, ME, MK, MX, NI, NL, NO, PA, PE, PL, PT, PY, RO, RS, SE, SI, SK, SV, TC, TT, UY, VE","HBO Max"
"The Golden Boy","tv","Biography, Documentary, Sport",2023,"tt28014919",7.3,804,"AD, AG, AR, BA, BB, BE, BG, BO, BR, BS, BZ, CL, CO, CR, CZ, DK, DO, EC, ES, FI, FR, GT, GY, HN, HR, HU, JM, LC, MC, MD, ME, MK, NI, NL, NO, PA, PE, PL, PT, PY, RO, RS, SE, SI, SK, SV, TC, TT, US, UY, VE","HBO Max"
"The Real Murders on Elm Street","tv","Crime, Reality-TV",2024,"tt33349065",6.7,236,"AD, AG, AR, BA, BB, BE, BG, BO, BR, BS, BZ, CL, CO, CR, CZ, DK, DO, EC, ES, FI, FR, GT, GY, HN, HR, HU, JM, LC, MC, MD, ME, MK, MX, NI, NL, NO, PA, PE, PL, PT, PY, RO, RS, SE, SI, SK, SV, TC, TT, US, UY, VE","HBO Max"
"Six Schizophrenic Brothers","tv","Documentary",2024,"tt28959491",7.1,1387,"AG, AR, BB, BO, BR, BS, BZ, CL, CO, CR, DO, EC, GT, GY, HN, JM, LC, MX, NI, PA, PE, PY, SV, TC, TT, US, UY, VE","HBO Max"
"Superman & Lois","tv","Action, Adventure, Drama",2021,"tt11192306",7.7,42153,"AD, AG, AR, BA, BB, BG, BO, BR, BS, BZ, CL, CO, CR, CZ, DK, DO, EC, ES, FI, GT, GY, HN, HR, HU, JM, LC, MD, ME, MK, MX, NI, NL, NO, PA, PE, PL, PT, PY, RO, RS, SE, SI, SK, SV, TC, TT, US, UY, VE","HBO Max"
"Bering Sea Gold: Under the Ice","tv","Adventure, Documentary, Reality-TV",2012,"tt2299640",6.6,684,"AG, AR, BB, BO, BR, BS, BZ, CL, CO, CR, DO, EC, GT, GY, HN, JM, LC, MX, NI, PA, PE, PY, SV, TC, TT, UY, VE","HBO Max"
"My Cat from Hell","tv","Reality-TV",2011,"tt1933073",7.7,1658,"AD, AG, AR, BA, BB, BE, BO, BR, BS, BZ, CL, CO, CR, CZ, DK, DO, EC, ES, FI, FR, GT, GY, HN, HR, HU, JM, LC, MC, MD, ME, MK, MX, NI, NL, NO, PA, PE, PY, RO, RS, SE, SI, SK, SV, TC, TT, US, UY, VE","HBO Max"
"Twisted Metal","tv","Action, Adventure, Comedy",2023,"tt14261112",7.3,29153,"AG, AR, BA, BB, BG, BO, BR, BS, BZ, CL, CO, CR, CZ, DO, EC, GT, GY, HN, HR, HU, JM, LC, MD, ME, MK, MX, NI, PA, PE, PL, PY, RO, RS, SI, SK, SV, TC, TT, UY, VE","HBO Max"
"Riverdale","tv","Crime, Drama, Mystery",2017,"tt5420376",6.5,158108,"AD, ES","HBO Max"
"Wisting","tv","Crime, Drama",2019,"tt7875794",7.3,8737,"AG, AR, BB, BO, BR, BS, BZ, CL, CO, CR, DO, EC, GT, GY, HN, JM, LC, MX, NI, PA, PE, PY, SV, TC, TT, UY, VE","HBO Max"
"Chapelwaite","tv","Drama, Horror, Mystery",2021,"tt11525188",7.2,12705,"AG, AR, BB, BO, BR, BS, BZ, CL, CO, CR, DO, EC, GT, GY, HN, JM, LC, MX, NI, PA, PE, PY, SV, TC, TT, UY, VE","HBO Max"
"Fallen Idols: Nick and Aaron Carter","tv","Documentary",2024,"tt32203228",6.1,721,"AD, AG, AR, BA, BB, BG, BO, BR, BS, BZ, CL, CO, CR, CZ, DK, DO, EC, ES, FI, FR, GT, GY, HN, HR, HU, JM, LC, MC, MD, ME, MK, MX, NI, NL, NO, PA, PE, PL, PT, PY, RO, RS, SE, SI, SK, SV, TC, TT, US, UY, VE","HBO Max"
"Looney Tunes Cartoons","tv","Adventure, Animation, Comedy",2019,"tt8543208",8,2061,"AD, AG, AR, BA, BB, BE, BG, BO, BR, BS, BZ, CL, CO, CR, CZ, DK, DO, EC, ES, FI, FR, GT, GY, HN, HR, HU, JM, LC, MC, MD, ME, MK, MX, NI, NL, NO, PA, PE, PL, PT, PY, RO, RS, SE, SI, SK, SV, TC, TT, US, UY, VE","HBO Max"
"Flea Market Flip","tv","Reality-TV",2012,"tt2432822",7,503,"AG, AR, BB, BO, BR, BS, BZ, CL, CO, CR, DO, EC, GT, GY, HN, JM, LC, MX, NI, NL, PA, PE, PY, SV, TC, TT, US, UY, VE","HBO Max"
"My Big Fat American Gypsy Wedding","tv","Reality-TV",2012,"tt2245937",4.1,436,"AD, AG, AR, BA, BB, BG, BO, BR, BS, BZ, CL, CO, CR, CZ, DK, DO, EC, ES, GT, GY, HN, HR, HU, JM, LC, MD, ME, MK, MX, NI, NL, NO, PA, PE, PT, PY, RO, RS, SE, SI, SK, SV, TC, TT, US, UY, VE","HBO Max"
"Silicon Valley","tv","Comedy",2014,"tt2575988",8.5,170134,"AD, AG, AR, BA, BB, BE, BG, BO, BR, BS, BZ, CL, CO, CR, CZ, DK, DO, EC, ES, FI, FR, GT, GY, HN, HR, HU, JM, LC, MC, MD, ME, MK, MX, NI, NL, NO, PA, PE, PL, PT, PY, RO, RS, SE, SI, SK, SV, TC, TT, US, UY, VE","HBO Max"
"Rick and Morty","tv","Adventure, Animation, Comedy",2013,"tt2861424",9.1,627308,"AD, AG, AR, BA, BB, BE, BG, BO, BR, BS, BZ, CL, CO, CR, CZ, DK, DO, EC, ES, FI, FR, GT, GY, HN, HR, HU, JM, LC, MC, MD, ME, MK, MX, NI, NL, NO, PA, PE, PL, PT, PY, RO, RS, SE, SI, SK, SV, TC, TT, US, UY, VE","HBO Max"
"Gotham","tv","Action, Crime, Drama",2014,"tt3749900",7.8,244274,"AG, AR, BB, BE, BO, BR, BS, BZ, CL, CO, CR, DO, EC, FR, GT, GY, HN, JM, LC, MC, MX, NI, PA, PE, PY, SV, TC, TT, US, UY, VE","HBO Max"
"The Flash","tv","Action, Adventure, Drama",2014,"tt3107288",7.5,372575,"AD, ES","HBO Max"
"Fixer Upper","tv","Reality-TV",2013,"tt4591390",8.1,3533,"AG, AR, BA, BB, BG, BO, BR, BS, BZ, CL, CO, CR, CZ, DO, EC, FR, GT, GY, HN, HR, HU, JM, LC, MC, MD, ME, MK, MX, NI, NL, NO, PA, PE, PL, PT, PY, RO, RS, SI, SK, SV, TC, TT, US, UY, VE","HBO Max"
"The Carbonaro Effect","tv","Comedy",2014,"tt3559912",7.5,2544,"AG, AR, BB, BO, BR, BS, BZ, CL, CO, CR, DO, EC, GT, GY, HN, JM, LC, MX, NI, PA, PE, PY, SV, TC, TT, UY, VE","HBO Max"
"My Love from Another Star","tv","Comedy, Drama, Fantasy",2013,"tt3469052",8.2,17120,"AG, AR, BB, BO, BR, BS, BZ, CL, CO, CR, DO, EC, GT, GY, HN, JM, LC, MX, NI, PA, PE, PY, SV, TC, TT, UY, VE","HBO Max"
"The Knick","tv","Drama, History",2014,"tt2937900",8.5,53462,"AD, AG, AR, BA, BB, BE, BG, BO, BR, BS, BZ, CL, CO, CR, CZ, DK, DO, EC, ES, FI, FR, GT, GY, HN, HR, HU, JM, LC, MC, MD, ME, MK, MX, NI, NL, NO, PA, PE, PL, PT, PY, RO, RS, SE, SI, SK, SV, TC, TT, US, UY, VE","HBO Max"
"Gomorrah","tv","Crime, Drama, Thriller",2014,"tt2049116",8.6,45839,"AD, ES, NL, PT, US","HBO Max"
"The Honorable Woman","tv","Drama, Thriller",2014,"tt3021686",7.9,11712,"AG, AR, BB, BO, BR, BS, BZ, CL, CO, CR, DO, EC, GT, GY, HN, JM, LC, MX, NI, PA, PE, PY, SV, TC, TT, UY, VE","HBO Max"
"Black Jesus","tv","Comedy",2014,"tt3589872",7,3886,"US","HBO Max"
"Steven Universe","tv","Action, Adventure, Animation",2013,"tt3061046",8.2,41465,"AD, AG, AR, BA, BB, BE, BG, BO, BR, BS, BZ, CL, CO, CR, CZ, DK, DO, EC, ES, FI, FR, GT, GY, HN, HR, HU, JM, LC, MC, MD, ME, MK, MX, NI, NL, NO, PA, PE, PL, PT, PY, RO, RS, SE, SI, SK, SV, TC, TT, UY, VE","HBO Max"
"Tanked","tv","Reality-TV",2011,"tt1849622",6.5,2019,"AD, AG, AR, BA, BB, BE, BO, BR, BS, BZ, CL, CO, CR, CZ, DK, DO, EC, ES, FI, FR, GT, GY, HN, HR, HU, JM, LC, MC, MD, ME, MK, MX, NI, NL, NO, PA, PE, PL, PT, PY, RO, RS, SE, SI, SK, SV, TC, TT, US, UY, VE","HBO Max"
"Seinto Seiya: The Lost Canvas - Meio Shinwa","tv","Action, Adventure, Animation",2009,"tt2152368",8.1,2344,"AR, BO, BR, CL, CO, CR, DO, EC, GT, HN, MX, NI, PA, PE, PY, SV, UY, VE","HBO Max"
"90 Day Fiancé","tv","Reality-TV, Romance",2014,"tt3469050",6.4,2768,"AD, AG, AR, BA, BB, BE, BG, BO, BR, BS, BZ, CL, CO, CR, CZ, DK, DO, EC, ES, FI, FR, GT, GY, HN, HR, HU, JM, LC, MC, MD, ME, MK, MX, NI, NL, NO, PA, PE, PL, PT, PY, RO, RS, SE, SI, SK, SV, TC, TT, US, UY, VE","HBO Max"
"Olive Kitteridge","tv","Drama",2014,"tt3012698",8.3,26961,"AD, AG, AR, BA, BB, BE, BG, BO, BR, BS, BZ, CL, CO, CR, CZ, DK, DO, EC, ES, FI, FR, GT, GY, HN, HR, HU, JM, LC, MC, MD, ME, MK, MX, NI, NL, NO, PA, PE, PL, PT, PY, RO, RS, SE, SI, SK, SV, TC, TT, US, UY, VE","HBO Max"
"Mr. Pickles","tv","Animation, Comedy, Horror",2013,"tt2950342",7.3,10370,"AD, AG, AR, BA, BB, BE, BG, BO, BR, BS, BZ, CL, CO, CR, CZ, DK, DO, EC, ES, FI, FR, GT, GY, HN, HR, HU, JM, LC, MC, MD, ME, MK, MX, NI, NL, NO, PA, PE, PL, PT, PY, RO, RS, SE, SI, SK, SV, TC, TT, UY, VE","HBO Max"
"Wataha","tv","Action, Crime, Drama",2014,"tt4048942",7.6,3253,"AD, BA, BG, CZ, DK, ES, FI, HR, HU, MD, ME, MK, NL, NO, PL, PT, RO, SE, SI, SK","HBO Max"
"Somebody's Gotta Do It","tv","Documentary",2014,"tt4036176",8,189,"AG, AR, BB, BO, BR, BS, BZ, CL, CO, CR, DO, EC, GT, GY, HN, JM, LC, MX, NI, PA, PE, PY, SV, TC, TT, UY, VE","HBO Max"
"Dude, You're Screwed","tv","Reality-TV",2013,"tt3431238",7.6,656,"AG, AR, BA, BB, BG, BO, BR, BS, BZ, CL, CO, CR, CZ, DO, EC, GT, GY, HN, HR, HU, JM, LC, MD, ME, MK, MX, NI, NO, PA, PE, PY, RO, RS, SI, SK, SV, TC, TT, US, UY, VE","HBO Max"
"Over the Garden Wall","tv","Adventure, Animation, Comedy",2014,"tt3718778",8.8,76143,"AD, AG, AR, BB, BE, BG, BO, BR, BS, BZ, CL, CO, CR, CZ, DK, DO, EC, ES, FI, FR, GT, GY, HN, HU, JM, LC, MC, MD, MX, NI, NL, NO, PA, PE, PL, PT, PY, RO, SE, SK, SV, TC, TT, UY, VE","HBO Max"
"World Trigger","tv","Action, Animation, Sci-Fi",2014,"tt3950102",7.4,1222,"AR, BO, BR, CL, CO, CR, DO, EC, GT, HN, MX, NI, PA, PE, PY, SV, UY, VE","HBO Max"
"Togetherness","tv","Comedy, Drama, Romance",2015,"tt3061830",7.5,9538,"AD, AG, AR, BA, BB, BE, BG, BO, BR, BS, BZ, CL, CO, CR, CZ, DK, DO, EC, ES, FI, FR, GT, GY, HN, HR, HU, JM, LC, MC, MD, ME, MK, MX, NI, NL, NO, PA, PE, PL, PT, PY, RO, RS, SE, SI, SK, SV, TC, TT, US, UY, VE","HBO Max"
"Schitt's Creek","tv","Comedy",2015,"tt3526078",8.5,152829,"AD, ES, NL, PT","HBO Max"
"Alaskan Bush People","tv","Reality-TV",2014,"tt3665674",6,2760,"AD, AG, AR, BA, BB, BE, BG, BO, BR, BS, BZ, CL, CO, CR, CZ, DK, DO, EC, ES, FI, FR, GT, GY, HN, HR, HU, JM, LC, MC, MD, ME, MK, MX, NI, NL, NO, PA, PE, PL, PT, PY, RO, RS, SE, SI, SK, SV, TC, TT, US, UY, VE","HBO Max"
"Expedition Unknown","tv","Adventure, Mystery, Reality-TV",2015,"tt4305162",8.2,4010,"AD, AG, AR, BA, BB, BE, BG, BO, BR, BS, BZ, CL, CO, CR, CZ, DK, DO, EC, ES, FI, FR, GT, GY, HN, HR, HU, JM, LC, MC, MD, ME, MK, MX, NI, NL, NO, PA, PE, PL, PT, PY, RO, RS, SE, SI, SK, SV, TC, TT, US, UY, VE","HBO Max"
"The Jinx: The Life and Deaths of Robert Durst","tv","Biography, Crime, Documentary",2015,"tt4299972",8.6,54623,"AD, AG, AR, BA, BB, BE, BG, BO, BR, BS, BZ, CL, CO, CR, CZ, DK, DO, EC, ES, FI, FR, GT, GY, HN, HR, HU, JM, LC, MC, MD, ME, MK, MX, NI, NL, NO, PA, PE, PL, PT, PY, RO, RS, SE, SI, SK, SV, TC, TT, US, UY, VE","HBO Max"
"Mike Tyson Mysteries","tv","Adventure, Animation, Comedy",2014,"tt3038546",8.2,5799,"AG, AR, BB, BO, BR, BS, BZ, CL, CO, CR, DO, EC, GT, GY, HN, JM, LC, MX, NI, PA, PE, PY, SV, TC, TT, UY, VE","HBO Max"
"Booze Traveler","tv","Reality-TV",2014,"tt4067382",8.3,406,"AG, AR, BB, BO, BR, BS, BZ, CL, CO, CR, DO, EC, GT, GY, HN, JM, LC, MX, NI, PA, PE, PY, SV, TC, TT, UY, VE","HBO Max"
"Umbre","tv","Crime, Drama, Thriller",2014,"tt4269716",8.7,11718,"BA, BG, CZ, DK, FI, HR, HU, MD, ME, MK, NO, PL, RO, RS, SE, SI, SK, US","HBO Max"
"Vixen","tv","Action, Adventure, Animation",2015,"tt4406248",6.9,3865,"AG, AR, BB, BO, BR, BS, BZ, CL, CO, CR, DO, EC, GT, GY, HN, JM, LC, MX, NI, PA, PE, PY, SV, TC, TT, UY, VE","HBO Max"
"The Kitchen","tv","Family, Reality-TV",2014,"tt3475084",6.2,568,"AG, AR, BB, BO, BR, BS, BZ, CL, CO, CR, DO, EC, GT, GY, HN, JM, LC, MX, NI, PA, PE, PY, SV, TC, TT, US, UY, VE","HBO Max"
"Beat Bobby Flay","tv","Game-Show",2013,"tt3205302",6.4,1656,"AG, AR, BB, BO, BR, BS, BZ, CL, CO, CR, DO, EC, GT, GY, HN, JM, LC, MX, NI, PA, PE, PY, SV, TC, TT, US, UY, VE","HBO Max"
"O Negócio","tv","Comedy, Drama",2013,"tt2650940",8,1857,"AG, AR, BB, BO, BR, BS, BZ, CL, CO, CR, DO, EC, GT, GY, HN, JM, LC, MX, NI, PA, PE, PY, SV, TC, TT, US, UY, VE","HBO Max"
"7 Little Johnstons","tv","Reality-TV",2013,"tt3746948",6.8,499,"AD, AG, AR, BA, BB, BE, BG, BO, BR, BS, BZ, CL, CO, CR, CZ, DK, DO, EC, ES, FI, FR, GT, GY, HN, HR, HU, JM, LC, MC, MD, ME, MK, MX, NI, NL, NO, PA, PE, PL, PT, PY, RO, RS, SE, SI, SK, SV, TC, TT, US, UY, VE","HBO Max"
"Junkyard Empire","tv","Reality-TV",2015,"tt7017362",5.7,128,"AD, AG, AR, BA, BB, BE, BG, BO, BR, BS, BZ, CL, CO, CR, CZ, DK, DO, EC, ES, FR, GT, GY, HN, HR, HU, JM, LC, MC, MD, ME, MK, MX, NI, NL, NO, PA, PE, PL, PT, PY, RO, RS, SE, SI, SK, SV, TC, TT, US, UY, VE","HBO Max"
"Flip or Flop","tv","Reality-TV",2013,"tt2902088",6.2,2156,"AD, AG, AR, BA, BB, BG, BO, BR, BS, BZ, CL, CO, CR, CZ, DO, EC, ES, GT, GY, HN, HR, HU, JM, LC, MD, ME, MK, MX, NI, NL, NO, PA, PE, PT, PY, RO, RS, SI, SK, SV, TC, TT, US, UY, VE","HBO Max"
"Peg+Cat","tv","Adventure, Animation, Comedy",2013,"tt2402500",7.8,449,"AG, AR, BB, BO, BR, BS, BZ, CL, CO, CR, DO, EC, GT, GY, HN, JM, LC, MX, NI, PA, PE, PY, SV, TC, TT, UY, VE","HBO Max"
"Ballers","tv","Comedy, Drama, Sport",2015,"tt2891574",7.8,77441,"AD, AG, AR, BA, BB, BE, BG, BO, BR, BS, BZ, CL, CO, CR, CZ, DK, DO, EC, ES, FI, FR, GT, GY, HN, HR, HU, JM, LC, MC, MD, ME, MK, MX, NI, NL, NO, PA, PE, PL, PT, PY, RO, RS, SE, SI, SK, SV, TC, TT, US, UY, VE","HBO Max"
"Blindspot","tv","Action, Crime, Drama",2015,"tt4474344",7.3,80307,"BE, FR, MC, NL, NO, PT","HBO Max"
"Billions","tv","Drama",2016,"tt4270492",8.3,111958,"BA, BG, CZ, HR, HU, MD, ME, MK, NO, PL, PT, RO, RS, SI, SK","HBO Max"
"Magnífica 70","tv","Drama",2015,"tt4725820",7.6,467,"AG, AR, BB, BO, BR, BS, BZ, CL, CO, CR, DO, EC, GT, GY, HN, JM, LC, MX, NI, PA, PE, PY, SV, TC, TT, US, UY, VE","HBO Max"
"Bizarre Foods: Delicious Destinations","tv","Reality-TV",2015,"tt4424650",7.1,507,"AG, AR, BB, BO, BR, BS, BZ, CL, CO, CR, DO, EC, GT, GY, HN, JM, LC, MX, NI, PA, PE, PY, SV, TC, TT, UY, VE","HBO Max"
"Dr. Jeff: Rocky Mountain Vet","tv","Reality-TV",2015,"tt4796084",8.9,700,"AD, AG, AR, BA, BB, BE, BG, BO, BR, BS, BZ, CL, CO, CR, CZ, DK, DO, EC, ES, FI, FR, GT, GY, HN, HR, HU, JM, LC, MC, MD, ME, MK, MX, NI, NL, NO, PA, PE, PL, PT, PY, RO, RS, SE, SI, SK, SV, TC, TT, US, UY, VE","HBO Max"
"Fast N' Loud: Demolition Theater","tv","Reality-TV",2014,"tt8999374",5.3,12,"AG, AR, BA, BB, BG, BO, BR, BS, BZ, CL, CO, CR, CZ, DO, EC, GT, GY, HN, HR, JM, LC, MD, ME, MK, MX, NI, PA, PE, PL, PY, RO, RS, SI, SK, SV, TC, TT, UY, VE","HBO Max"
