"title","type","genres","releaseYear","imdbId","imdbAverageRating","imdbNumVotes","availableCountries","service"
"Constantine","movie","Action, Fantasy, Horror",2005,"tt0360486",7,383803,"AD, AT, BE, CH, DE, ES, FJ, HK, HR, ID, IN, JP, LI, LU, MY, PH, PK, PT, SG, TH, TW","Netflix"
"The Mummy","movie","Action, Adventure, Fantasy",1999,"tt0120616",7.1,472887,"AD, AE, AG, AL, AO, AR, AT, AU, AZ, BA, BB, BE, BG, BH, BM, BO, BR, BS, BY, BZ, CH, CI, CL, CM, CO, CR, CU, CV, CY, CZ, DE, DK, DO, DZ, EC, EE, EG, ES, FI, FR, GF, GH, GQ, GR, GT, HN, HR, HU, IL, IN, IQ, IS, IT, JM, JO, JP, KE, KR, KW, LB, LC, LI, LT, LU, LV, LY, MA, MC, MD, ME, MG, MK, ML, MT, MU, MX, MZ, NE, NG, NI, NL, NO, NZ, OM, PA, PE, PF, PK, PL, PS, PT, PY, QA, RO, RS, SA, SC, SE, SI, SK, SM, SN, SV, TC, TD, TN, TR, TT, TZ, UA, UG, UY, VE, YE, ZA, ZM, ZW","Netflix"
"The Birds","movie","Drama, Horror, Mystery",1963,"tt0056869",7.6,209708,"AG, BM, BO, BS, BZ, CL, CO, CR, DO, EC, GT, HN, JM, LC, MX, PA, PY, SV, TC, US, UY, VE","Netflix"
"Next Door","movie","Mystery, Thriller",2005,"tt0453383",6.4,10773,"DE, ES, GB, IT","Netflix"
"Jaws","movie","Adventure, Drama, Thriller",1975,"tt0073195",8.1,679415,"IT, MX, US","Netflix"
"Jaws 2","movie","Adventure, Horror, Thriller",1978,"tt0077766",5.8,86752,"US","Netflix"
"The Lives of Others","movie","Drama, Mystery, Thriller",2006,"tt0405094",8.4,419036,"AT, CH, DE, LI, LU","Netflix"
"Monty Python's Life of Brian","movie","Comedy",1979,"tt0079470",8,425557,"NL","Netflix"
"2 Fast 2 Furious","movie","Action, Crime, Thriller",2003,"tt0322259",5.9,303910,"AD, AE, AG, AL, AO, AR, AT, AU, AZ, BA, BB, BE, BG, BH, BM, BO, BR, BS, BY, BZ, CA, CH, CI, CL, CM, CO, CR, CU, CV, CY, CZ, DE, DK, DO, DZ, EC, EE, EG, ES, FI, FJ, FR, GF, GH, GI, GQ, GR, GT, HK, HN, HR, HU, ID, IE, IL, IN, IQ, IS, IT, JM, JO, JP, KE, KR, KW, LB, LC, LI, LT, LU, LV, LY, MA, MC, MD, ME, MG, MK, ML, MT, MU, MX, MY, MZ, NE, NG, NI, NL, NO, NZ, OM, PA, PE, PF, PH, PK, PL, PS, PT, PY, QA, RO, RS, SA, SC, SE, SG, SI, SK, SM, SN, SV, TC, TD, TH, TN, TR, TT, TW, TZ, UA, UG, US, UY, VE, YE, ZA, ZM, ZW","Netflix"
"Big Fish","movie","Adventure, Drama, Fantasy",2003,"tt0319061",8,464568,"JP","Netflix"
"The Da Vinci Code","movie","Mystery, Thriller",2006,"tt0382625",6.6,466026,"AD, AL, AT, BA, BG, CA, CH, CZ, DE, DK, EE, FI, FR, GF, HR, HU, IN, IS, JP, KR, LI, LT, LU, LV, MA, MC, ME, MK, MT, MU, NO, PF, PK, PL, RO, RS, SE, SI, SK, TN, TR","Netflix"
"The Conversation","movie","Drama, Mystery, Thriller",1974,"tt0071360",7.7,125442,"AG, AR, BB, BO, BZ, CL, CO, CR, DO, EC, GT, HN, JM, LC, MX, NI, PA, PE, PY, SV, TC, TT, UY, VE","Netflix"
"The Terminal","movie","Comedy, Drama, Romance",2004,"tt0362227",7.4,505693,"AG, AR, BB, BO, BZ, CL, CO, CR, DO, EC, GT, HN, JM, LC, MK, MX, PA, PE, PY, SI, SV, TC, TT, UY, VE","Netflix"
"Titanic","movie","Drama, Romance",1997,"tt0120338",7.9,1312956,"AD, AE, AG, AL, AO, AR, AT, AU, BA, BB, BE, BG, BH, BO, BS, BZ, CH, CI, CL, CM, CO, CR, CU, CV, CY, CZ, DE, DK, DO, DZ, EC, EE, EG, ES, FI, FJ, FR, GB, GF, GG, GH, GQ, GR, GT, HK, HN, HR, HU, ID, IE, IL, IQ, IS, IT, JM, JO, JP, KE, KR, KW, LB, LC, LI, LT, LU, LV, LY, MA, MC, ME, MG, MK, ML, MT, MU, MY, MZ, NE, NG, NI, NL, NO, NZ, OM, PA, PE, PF, PH, PL, PS, PT, PY, QA, RO, RS, SA, SC, SE, SG, SI, SK, SM, SN, SV, TC, TD, TH, TN, TR, TT, TW, TZ, UG, UY, VE, YE, ZA, ZM, ZW","Netflix"
"City of God","movie","Crime, Drama",2002,"tt0317248",8.6,819391,"BR","Netflix"
"Full Metal Jacket","movie","Drama, War",1987,"tt0093058",8.2,807047,"BE","Netflix"
"E.T. the Extra-Terrestrial","movie","Adventure, Family, Sci-Fi",1982,"tt0083866",7.9,446241,"CA","Netflix"
"The Matrix","movie","Action, Sci-Fi",1999,"tt0133093",8.7,2104977,"AD, BA, BE, BG, CA, CH, CZ, DK, ES, FI, HR, HU, IN, IT, JP, MD, ME, MK, NO, PL, PT, RO, RS, SE, SI, SK, SM","Netflix"
"The Matrix Reloaded","movie","Action, Sci-Fi",2003,"tt0234215",7.2,642279,"AD, BE, DK, ES, FI, IN, JP, NO, PT, SE","Netflix"
"The Matrix Revolutions","movie","Action, Sci-Fi",2003,"tt0242653",6.7,552807,"AD, BE, DK, ES, FI, IN, JP, NO, PT, SE","Netflix"
"Men in Black","movie","Action, Adventure, Comedy",1997,"tt0119654",7.3,626589,"AD, AU, CH, DK, DZ, ES, FI, FR, GF, IN, MA, MC, MU, NO, NZ, PF, PK, SE, TN","Netflix"
"Men in Black II","movie","Action, Adventure, Comedy",2002,"tt0120912",6.2,411948,"AD, AU, CH, DK, DZ, ES, FI, FR, GF, MA, MC, MU, NO, NZ, PF, SE, TN","Netflix"
"Munich","movie","Action, Drama, History",2005,"tt0408306",7.5,243282,"AD, AE, AL, AO, AT, AU, AZ, BA, BE, BG, BH, BY, CH, CI, CM, CV, CZ, DE, DK, DZ, EG, ES, FI, FR, GB, GF, GH, GI, GQ, GR, HR, HU, IE, IL, IN, IQ, IS, IT, JO, JP, KE, KR, KW, LB, LI, LT, LV, LY, MA, MC, MD, ME, MG, MK, ML, MT, MU, MZ, NE, NG, NL, NO, NZ, OM, PF, PK, PL, PS, PT, QA, RO, RS, SA, SC, SE, SI, SK, SM, SN, TD, TN, TR, TZ, UA, UG, YE, ZA, ZM, ZW","Netflix"
"Wild Strawberries","movie","Drama, Romance",1957,"tt0050986",8.1,117460,"DK, FI, NO, SE","Netflix"
"Wild Things","movie","Crime, Drama, Mystery",1998,"tt0120890",6.6,133925,"IN, PK","Netflix"
"The Bodyguard","movie","Action, Drama, Music",1992,"tt0103855",6.4,151088,"IT, JP, SM","Netflix"
"Ghostbusters","movie","Action, Comedy, Fantasy",1984,"tt0087332",7.8,462884,"DZ, GB, GG, GI, IE","Netflix"
"The Ninth Gate","movie","Mystery, Thriller",1999,"tt0142688",6.7,201410,"AE, AL, AT, AU, AZ, BG, BH, BY, CZ, DE, EE, EG, FJ, GR, HR, HU, IQ, IT, JO, KW, LB, LI, LT, LU, LV, LY, MC, MD, ME, MK, MT, NZ, OM, PL, QA, RO, RS, SA, SI, SK, SM, TR, UA, YE","Netflix"
"Easy Rider","movie","Adventure, Drama",1969,"tt0064276",7.2,119105,"AZ, BY, MD, UA","Netflix"
"Interview with the Vampire","movie","Drama, Fantasy, Horror",1994,"tt0110148",7.5,356435,"AD, BE, CH, FR, GF, LU, MC, PF","Netflix"
"Bridget Jones's Diary","movie","Comedy, Drama, Romance",2001,"tt0243155",6.8,269067,"AU, CA, GB, GG, IE, NZ","Netflix"
"Life Is Beautiful","movie","Comedy, Drama, Romance",1997,"tt0118799",8.6,760062,"IT, SM","Netflix"
"Catch Me If You Can","movie","Biography, Crime, Drama",2002,"tt0264464",8.1,1130416,"TZ","Netflix"
"Final Fantasy VII: Advent Children","movie","Action, Adventure, Animation",2005,"tt0385700",7.1,58611,"SG","Netflix"
"Boyz n the Hood","movie","Crime, Drama",1991,"tt0101507",7.8,158850,"AE, AU, AZ, BE, BH, BY, CA, CY, DK, EE, EG, FI, GB, GF, GG, GI, GR, IE, IL, IQ, IS, JO, JP, KR, KW, LB, LT, LU, LV, LY, MD, MT, NL, NO, NZ, PL, PS, QA, SA, SE, TR, UA, US","Netflix"
"Troy","movie","Adventure, Drama",2004,"tt0332452",7.3,582429,"AD, ES, GB, GG, HR, IE, KR, PT, US","Netflix"
"Saw IV","movie","Horror, Mystery, Thriller",2007,"tt0890870",5.9,168667,"AL, AT, AU, AZ, BG, BR, BY, CA, CH, CZ, DE, DK, EE, FI, FJ, GR, HR, HU, IS, LT, LV, MD, ME, MK, NO, NZ, PL, RO, RS, SE, SI, SK, UA","Netflix"
"Central Station","movie","Drama",1998,"tt0140888",8,43845,"BR","Netflix"
"Oldboy","movie","Action, Drama, Mystery",2003,"tt0364569",8.3,656752,"HK, KR, US","Netflix"
"Harry Potter and the Sorcerer's Stone","movie","Adventure, Family, Fantasy",2001,"tt0241527",7.6,879511,"AU, GB, GG, IE, JP","Netflix"
"Harry Potter and the Chamber of Secrets","movie","Adventure, Family, Fantasy",2002,"tt0295297",7.4,710131,"AU, GB, GG, IE, JP","Netflix"
"Harry Potter and the Prisoner of Azkaban","movie","Adventure, Family, Fantasy",2004,"tt0304141",7.9,710189,"AU, GB, GG, IE, JP","Netflix"
"Harry Potter and the Goblet of Fire","movie","Adventure, Family, Fantasy",2005,"tt0330373",7.7,698732,"AU, GB, GG, IE, JP","Netflix"
"Harry Potter and the Order of the Phoenix","movie","Action, Adventure, Family",2007,"tt0373889",7.5,649369,"AU, GB, GG, IE, JP","Netflix"
"Pulp Fiction","movie","Crime, Drama",1994,"tt0110912",8.9,2276724,"AD, AE, AG, AL, AO, AR, AU, AZ, BA, BB, BE, BG, BH, BO, BR, BY, BZ, CH, CI, CL, CM, CO, CR, CV, CZ, DK, DO, DZ, EC, EG, ES, FI, FJ, FR, GB, GF, GH, GI, GQ, GR, GT, HK, HN, HR, HU, ID, IE, IL, IN, IQ, IS, IT, JM, JO, KE, KR, KW, LB, LC, LI, LT, LV, LY, MA, MC, MD, ME, MG, MK, ML, MT, MU, MX, MY, MZ, NE, NG, NI, NL, NO, OM, PA, PE, PF, PH, PK, PL, PS, PT, PY, QA, RO, RS, SA, SC, SE, SG, SI, SK, SM, SN, SV, TC, TD, TH, TN, TR, TT, TZ, UA, UG, UY, VE, YE, ZA, ZM, ZW","Netflix"
"The Bridges of Madison County","movie","Drama, Romance",1995,"tt0112579",7.6,90999,"BE","Netflix"
"Meet the Fockers","movie","Comedy, Romance",2004,"tt0290002",6.3,291489,"CA","Netflix"
"Finding Forrester","movie","Drama, Sport",2000,"tt0181536",7.3,90702,"AT, CH, DE, LI, LU","Netflix"
"The Piano","movie","Drama, Music, Romance",1993,"tt0107822",7.5,96855,"AU, FJ, NZ","Netflix"
"Together","movie","Comedy, Drama, Romance",2000,"tt0203166",7.4,24685,"DK, FI, NO, SE","Netflix"
"Top Gun","movie","Action, Drama",1986,"tt0092099",6.9,515689,"AE, AG, AL, AO, AR, AT, AU, BA, BB, BE, BG, BH, BO, BR, BZ, CA, CH, CI, CL, CM, CO, CR, CV, CZ, DE, DK, DO, DZ, EC, EG, ES, FI, FJ, GB, GG, GH, GI, GQ, GR, GT, HK, HN, HR, HU, ID, IE, IL, IN, IQ, IS, IT, JM, JO, KE, KR, KW, LB, LC, LI, LY, MA, MD, ME, MG, MK, ML, MT, MU, MX, MY, MZ, NE, NG, NI, NL, NO, OM, PA, PE, PH, PK, PL, PS, PT, PY, QA, RO, RS, SA, SC, SE, SG, SI, SK, SM, SN, SV, TC, TD, TH, TN, TR, TT, TZ, UG, UY, VE, YE, ZA, ZM, ZW","Netflix"
"The Last Emperor","movie","Biography, Drama, History",1987,"tt0093389",7.7,113632,"HK, TW","Netflix"
"Shaun of the Dead","movie","Comedy, Horror",2004,"tt0365748",7.9,608831,"AD, AE, AL, AU, AZ, BA, BE, BG, BH, BY, CA, CH, CY, CZ, DK, DZ, EE, EG, ES, FI, FR, GB, GF, GG, GI, GR, HK, HR, HU, IE, IL, IQ, IS, IT, JO, JP, KR, KW, LB, LT, LU, LV, LY, MA, MC, MD, ME, MK, NO, NZ, OM, PF, PL, PS, PT, QA, RO, RS, SA, SE, SI, SK, TN, TR, TW, YE","Netflix"
"V for Vendetta","movie","Action, Drama, Sci-Fi",2005,"tt0434409",8.1,1197674,"CH, IT, SM","Netflix"
"Monty Python and the Holy Grail","movie","Adventure, Comedy, Fantasy",1975,"tt0071853",8.2,579192,"FR","Netflix"
"The Evil Dead","movie","Horror",1981,"tt0083907",7.4,238943,"AT, CH, DE, LI, LU","Netflix"
"Harry Potter and the Half-Blood Prince","movie","Action, Adventure, Family",2009,"tt0417741",7.6,611216,"AU, GB, GG, IE, JP","Netflix"
"Goodfellas","movie","Biography, Crime, Drama",1990,"tt0099685",8.7,1291278,"AU, BA, BE, BG, CH, CZ, FJ, HK, HR, HU, ID, IT, LI, MD, ME, MK, MY, NZ, PH, PK, PL, RO, RS, SG, SI, SK, SM, TH, TW","Netflix"
"Gandhi","movie","Biography, Drama, History",1982,"tt0083987",8,241973,"PT, TR","Netflix"
"Kolya","movie","Comedy, Drama, Music",1996,"tt0116790",7.7,16413,"CZ, SK","Netflix"
"Mr. & Mrs. Smith","movie","Action, Comedy, Crime",2005,"tt0356910",6.5,554467,"AL, AO, AZ, BG, BY, CI, CM, CV, CZ, DZ, EE, GH, GQ, HR, HU, KE, LT, LV, LY, MA, MD, ME, MG, MK, ML, MU, MZ, NE, NG, PL, RO, RS, SC, SI, SK, SN, TD, TN, TZ, UA, UG, US, ZA, ZM, ZW","Netflix"
"Closely Watched Trains","movie","Comedy, Drama, Romance",1966,"tt0060802",7.6,14144,"CZ, SK","Netflix"
"The Fog","movie","Horror, Mystery",2005,"tt0432291",3.7,39880,"CA, IL, JP, KR, PL","Netflix"
"City of Angels","movie","Drama, Fantasy, Romance",1998,"tt0120632",6.7,129773,"AD, ES, PT","Netflix"
"Persona","movie","Drama, Thriller",1966,"tt0060827",8,133601,"DK, FI, NO, SE","Netflix"
"Rosemary's Baby","movie","Drama, Horror",1968,"tt0063522",8,243669,"AZ, BY, LT, LV, UA","Netflix"
"Se7en","movie","Crime, Drama, Mystery",1995,"tt0114369",8.6,1853272,"AD, BA, BG, CA, CZ, ES, FJ, HK, HR, HU, ID, IN, JP, KR, MD, ME, MK, MY, PH, PK, PL, PT, RO, RS, SG, SI, SK, TH, TW","Netflix"
"Airplane!","movie","Comedy",1980,"tt0080339",7.7,267652,"AG, AR, BB, BO, BZ, CL, CO, CR, DO, EC, GT, HN, JM, LC, MX, NI, PA, PE, PY, SV, TC, TT, UY, VE","Netflix"
"Austin Powers: The Spy Who Shagged Me","movie","Action, Adventure, Comedy",1999,"tt0145660",6.7,253108,"BA","Netflix"
"Chinatown","movie","Drama, Mystery, Thriller",1974,"tt0071315",8.1,357775,"AG, AR, BB, BO, BZ, CL, CO, CR, DO, EC, GT, HN, JM, LC, MX, NI, PA, PE, PY, SV, TC, TT, UY, VE","Netflix"
"Underworld: Evolution","movie","Action, Fantasy, Thriller",2006,"tt0401855",6.7,211950,"FJ, HK, MY, SG, TW","Netflix"
"Barren Lives","movie","Drama",1963,"tt0057654",7.5,3048,"BR","Netflix"
"Close Encounters of the Third Kind","movie","Drama, Sci-Fi",1977,"tt0075860",7.6,221772,"AZ, BY, MD, UA","Netflix"
"Dune","movie","Action, Adventure, Sci-Fi",1984,"tt0087182",6.3,183670,"AT, AU, DE, DK, FI, FJ, IS, LI, LU, NO, NZ, SE","Netflix"
"In the Mood for Love","movie","Drama, Romance",2000,"tt0118694",8.1,171626,"KR","Netflix"
"2046","movie","Drama, Romance, Sci-Fi",2004,"tt0212712",7.4,62738,"KR","Netflix"
"The Mask","movie","Action, Comedy, Crime",1994,"tt0110475",7,434359,"AD, BA, BG, CA, CH, CZ, ES, FJ, HK, HR, HU, ID, IN, IT, JP, KR, MD, ME, MK, MY, PH, PK, PL, PT, RO, RS, SG, SI, SK, SM, TH, TW","Netflix"
"Black Hawk Down","movie","Action, Drama, History",2001,"tt0265086",7.7,431734,"AD, AL, BA, BG, CH, CY, CZ, ES, GR, HR, HU, IT, MC, ME, MK, MT, RO, RS, SI, SK, SM, TR","Netflix"
"Saving Private Ryan","movie","Drama, War",1998,"tt0120815",8.6,1533367,"AD, AE, AG, AL, AO, AR, AT, AU, BA, BB, BE, BG, BH, BO, BR, BZ, CA, CH, CI, CL, CM, CO, CR, CV, CZ, DE, DK, DO, DZ, EC, EG, ES, FI, FJ, FR, GF, GH, GI, GQ, GR, GT, HK, HN, HR, HU, ID, IL, IN, IQ, IS, IT, JM, JO, KE, KR, KW, LB, LC, LI, LY, MA, MC, MD, ME, MG, MK, ML, MT, MU, MX, MY, MZ, NE, NG, NI, NL, NO, NZ, OM, PA, PE, PF, PH, PK, PL, PS, PT, PY, QA, RO, RS, SA, SC, SE, SG, SI, SK, SM, SN, SV, TC, TD, TH, TN, TR, TT, TZ, UG, UY, VE, YE, ZA, ZM, ZW","Netflix"
"Sleepless in Seattle","movie","Comedy, Drama, Romance",1993,"tt0108160",6.8,194504,"LU, NL, PL","Netflix"
"Dangerous Liaisons","movie","Drama, Romance",1988,"tt0094947",7.5,76426,"BE","Netflix"
"The Running Man","movie","Action, Sci-Fi, Thriller",1987,"tt0093894",6.6,171713,"AZ, BY, LT, LV, TW, UA","Netflix"
"Tsotsi","movie","Crime, Drama",2005,"tt0468565",7.2,31813,"AO, CI, CM, CV, DZ, GH, GQ, KE, LY, MA, MG, ML, MU, MZ, NE, NG, SC, SN, TN, TZ, UG, ZA, ZM, ZW","Netflix"
"The Color Purple","movie","Drama",1985,"tt0088939",7.7,99212,"BE","Netflix"
"A Man for All Seasons","movie","Biography, Drama, History",1966,"tt0060665",7.7,37981,"AZ, BY, DZ, MD, UA","Netflix"
"Cinderella Man","movie","Biography, Drama, Romance",2005,"tt0352248",8,201374,"AG, BE, BM, BO, BS, BZ, CL, CO, CR, DK, DO, EC, GB, GG, GT, HK, HN, IE, JM, KR, LC, MX, NO, PA, PE, PT, PY, SE, SV, TC, TW, US, UY, VE","Netflix"
"Dawn of the Dead","movie","Action, Horror",2004,"tt0363547",7.2,277838,"BR, FJ, HK, ID, MD, MY, PH, SG, TH, TW","Netflix"
"Godzilla","movie","Action, Sci-Fi, Thriller",1998,"tt0120685",5.4,206645,"AZ, BY, IN, MD, NL, PK, PT, UA","Netflix"
"Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb","movie","Comedy, War",1964,"tt0057012",8.3,529273,"LV","Netflix"
"Lawrence of Arabia","movie","Adventure, Biography, Drama",1962,"tt0056172",8.3,322167,"AE, AZ, BH, BY, DZ, EE, EG, IL, IN, IQ, JO, KW, LB, LT, LV, LY, MA, MD, OM, PK, PS, QA, SA, TN, UA, YE","Netflix"
"Halloween","movie","Horror, Thriller",1978,"tt0077651",7.7,318258,"AG","Netflix"
"Kindergarten Cop","movie","Action, Comedy, Crime",1990,"tt0099938",6.2,165642,"CA","Netflix"
"Madagascar","movie","Adventure, Animation, Comedy",2005,"tt0351283",6.9,447899,"AD, AE, AG, AL, AO, AR, AT, AU, AZ, BA, BB, BE, BG, BH, BM, BO, BR, BS, BY, BZ, CH, CI, CL, CM, CO, CR, CU, CV, CY, CZ, DE, DK, DO, DZ, EC, EE, EG, ES, FI, FR, GB, GG, GH, GI, GQ, GR, GT, HN, HR, HU, IE, IL, IN, IQ, IS, IT, JM, JO, JP, KE, KR, KW, LB, LC, LI, LT, LU, LV, LY, MA, MC, MD, ME, MG, MK, ML, MT, MU, MX, MZ, NE, NG, NI, NL, NO, NZ, OM, PA, PE, PF, PK, PL, PS, PT, PY, QA, RO, RS, SA, SC, SE, SI, SK, SM, SN, SV, TN, TR, TT, TZ, UA, UG, UY, VE, YE, ZA, ZM, ZW","Netflix"
"Mission: Impossible","movie","Action, Adventure, Thriller",1996,"tt0117060",7.2,479544,"AD, AE, AG, AL, AO, AR, AT, AU, BA, BB, BE, BG, BH, BO, BR, BZ, CA, CH, CI, CL, CM, CO, CR, CV, CZ, DE, DK, DO, DZ, EC, EG, ES, FI, FJ, FR, GB, GF, GH, GI, GQ, GR, GT, HK, HN, HR, HU, ID, IE, IL, IN, IQ, IS, IT, JM, JO, JP, KE, KR, KW, LB, LC, LI, LY, MA, MC, MD, ME, MG, MK, ML, MT, MU, MX, MY, MZ, NE, NG, NI, NL, NO, OM, PA, PE, PF, PH, PK, PL, PS, PT, PY, QA, RO, RS, SA, SC, SE, SG, SI, SK, SM, SN, SV, TC, TH, TN, TR, TT, TZ, UG, UY, VE, YE, ZA, ZM, ZW","Netflix"
"Mission: Impossible II","movie","Action, Adventure, Thriller",2000,"tt0120755",6.1,384632,"AD, AE, AG, AL, AO, AR, AT, AU, BA, BB, BE, BG, BH, BO, BR, BZ, CA, CH, CI, CL, CM, CO, CR, CV, CZ, DE, DK, DO, DZ, EC, EG, ES, FI, FJ, FR, GB, GF, GH, GI, GQ, GR, GT, HK, HN, HR, HU, ID, IE, IL, IN, IQ, IS, IT, JM, JO, JP, KE, KR, KW, LB, LC, LI, LY, MA, MC, MD, ME, MG, MK, ML, MT, MU, MX, MY, MZ, NE, NG, NI, NL, NO, OM, PA, PE, PF, PH, PK, PL, PS, PT, PY, QA, RO, RS, SA, SC, SE, SG, SI, SK, SM, SN, SV, TC, TH, TN, TR, TT, TZ, UG, UY, VE, YE, ZA, ZM, ZW","Netflix"
"Mission: Impossible III","movie","Action, Adventure, Thriller",2006,"tt0317919",6.9,397279,"AE, AG, AL, AO, AR, AT, AU, BA, BB, BE, BG, BH, BO, BR, BZ, CH, CI, CL, CM, CO, CR, CV, CZ, DE, DK, DO, DZ, EC, EG, ES, FI, FJ, GB, GH, GI, GQ, GR, GT, HK, HN, HR, HU, ID, IE, IL, IN, IQ, IS, IT, JM, JO, JP, KE, KR, KW, LB, LC, LI, LY, MA, MD, ME, MG, MK, ML, MT, MU, MX, MY, MZ, NE, NG, NI, NL, NO, OM, PA, PE, PH, PK, PL, PS, PT, PY, QA, RO, RS, SA, SC, SE, SG, SI, SK, SM, SN, SV, TC, TH, TN, TR, TT, TZ, UG, UY, VE, YE, ZA, ZM, ZW","Netflix"
"Seven Years in Tibet","movie","Adventure, Biography, Drama",1997,"tt0120102",7.1,159046,"AL, BA, BE, BG, CA, CH, CZ, EE, FJ, HK, HR, HU, ID, IL, IS, IT, LT, LU, LV, MC, ME, MK, MT, MY, NL, NZ, PH, PL, PS, RO, RS, SG, SI, SK, SM, TH, TR, TW, US","Netflix"
"Irreversible","movie","Crime, Drama, Mystery",2002,"tt0290673",7.3,151424,"KR","Netflix"
"Whale Rider","movie","Drama, Family",2002,"tt0298228",7.5,44440,"AU, FJ, NZ","Netflix"
"Point Break","movie","Action, Crime, Thriller",1991,"tt0102685",7.3,208785,"KR","Netflix"
"The Thirteenth Floor","movie","Mystery, Sci-Fi, Thriller",1999,"tt0139809",7,78663,"KR","Netflix"
"The Prestige","movie","Drama, Mystery, Sci-Fi",2006,"tt0482571",8.5,1477631,"AG, BA, BB, BM, BS, BY, BZ, CI, CM, CU, CV, CY, GH, JO, LC, LY, MC, MD, ME, MG, ML, MZ, NE, NG, PF, PS, QA, RS, SC, SK, SN, TC, TR, TT, TZ, UA, UG, YE, ZM, ZW","Netflix"
"Dreamgirls","movie","Drama, Music, Musical",2006,"tt0443489",6.6,78187,"AZ, BY, LT, LV, UA","Netflix"
"Babel","movie","Drama",2006,"tt0449467",7.5,320489,"AG, AR, AU, BB, BO, BR, BZ, CA, CL, CO, CR, DO, EC, ES, GB, GI, GT, HN, IE, JM, LC, MX, NI, NZ, PA, PE, PY, SV, TC, TT, UY, VE","Netflix"
"The Queen","movie","Biography, Drama",2006,"tt0436697",7.3,116882,"CA, KR","Netflix"
"The Remains of the Day","movie","Drama, Romance",1993,"tt0107943",7.8,86897,"AZ, BE, BY, CY, DZ, EE, GR, IN, JP, LT, LV, MD, MT, PK, PL, PT, TR, UA","Netflix"
"Hannibal Rising","movie","Adventure, Crime, Drama",2007,"tt0367959",6.1,117702,"AT, CH, DE","Netflix"
"Ghost Rider","movie","Action, Fantasy, Thriller",2007,"tt0259324",5.3,257015,"AE, AG, AL, AR, BA, BB, BG, BH, BM, BO, BR, BS, BZ, CA, CL, CO, CR, CU, CZ, DO, EC, EG, FJ, GF, GT, HK, HN, HR, HU, ID, IQ, JM, JO, JP, KR, KW, LB, LC, LY, ME, MK, MT, MX, MY, NI, NZ, OM, PA, PE, PH, PL, PS, PY, QA, RO, RS, SA, SG, SI, SK, SV, TC, TH, TT, TW, UY, VE, YE","Netflix"
"Letters from Iwo Jima","movie","Action, Adventure, Drama",2006,"tt0498380",7.8,172005,"CH, IT, JP, SM","Netflix"
"Don't Worry, I'm Fine","movie","Drama",2006,"tt0485241",7.3,11441,"BG, EE, GR, HR, IS, LT, LV, PT, RO, SI","Netflix"
"The Host","movie","Drama, Horror, Sci-Fi",2006,"tt0468492",7.1,135542,"KR, PS","Netflix"
"Bridge to Terabithia","movie","Drama, Family, Fantasy",2007,"tt0398808",7.2,178056,"IT, MC, MT, SM","Netflix"
"Street Kings","movie","Action, Crime, Thriller",2008,"tt0421073",6.8,122599,"ES","Netflix"
"Mr. Bean's Holiday","movie","Comedy, Family",2007,"tt0453451",6.4,136257,"AD, AL, AT, AZ, BA, BE, BG, BY, CH, CY, CZ, DE, DK, EE, ES, FI, FR, GF, GR, HR, HU, IS, IT, LT, LU, LV, MC, MD, ME, MK, NO, PF, PL, PT, RO, RS, SE, SI, SK, TR, TZ","Netflix"
"300","movie","Action, Drama",2006,"tt0416449",7.6,877999,"AD, BA, BE, BG, CH, CZ, FR, GF, HR, HU, IN, KR, LU, MC, MD, ME, MK, PF, PL, RO, RS, SI, SK, US","Netflix"
"TMNT","movie","Action, Adventure, Animation",2007,"tt0453556",6.2,70152,"AU, FJ, ID, MY, NZ, PH, SG, TH","Netflix"
"The Dreamers","movie","Drama, Romance",2003,"tt0309987",7.1,134914,"AE, BH, DZ, EG, IQ, JO, KW, LB, LY, MA, OM, PS, QA, SA, TN, YE","Netflix"
"3-Iron","movie","Crime, Drama, Romance",2004,"tt0423866",7.9,59151,"KR","Netflix"
"Torrente, the Dumb Arm of the Law","movie","Comedy, Crime",1998,"tt0120868",6.8,13894,"ES","Netflix"
"Torrente 2: Mission in Marbella","movie","Action, Comedy, Crime",2001,"tt0257231",6.4,8122,"ES","Netflix"
"Torrente 3: El protector","movie","Comedy, Crime",2005,"tt0444505",5.6,6409,"ES","Netflix"
"Four Minutes","movie","Drama, Music",2006,"tt0461694",7.3,7542,"AT, CH, DE","Netflix"
"American Psycho","movie","Crime, Drama, Horror",2000,"tt0144084",7.6,750677,"AL, AT, AU, BG, CA, CZ, DE, ES, FJ, GB, GG, GI, GR, HR, HU, IE, IT, LI, LU, MC, ME, MK, MT, NZ, PT, RO, RS, SI, SK, SM, US","Netflix"
"Frida","movie","Biography, Drama, Romance",2002,"tt0120679",7.3,96792,"HR","Netflix"
"Sex and Lucía","movie","Drama, Romance",2001,"tt0254455",7,39278,"ES","Netflix"
"Monster's Ball","movie","Drama, Romance",2001,"tt0285742",7,95336,"IT, MC, MT, SM","Netflix"
"First Blood","movie","Action, Adventure, Thriller",1982,"tt0083944",7.7,282781,"AR, BO, BR, BZ, CA, CL, CO, CR, EC, GT, HN, MX, NI, PA, PE, PY, SV, UY, VE","Netflix"
